Date,Rank,Title,Artist
2023-04-22,60,Cupid,Fifty Fifty
2023-04-22,61,Red Ruby Da Sleeze,Nicki Minaj
2023-04-22,62,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-04-22,63,I Wrote The Book,Morgan Wallen
2023-04-22,64,All Of The Girls You Loved Before,Taylor Swift
2023-04-22,65,Cowgirls,Morgan Wallen Featuring ERNEST
2023-04-22,66,Beso,Rosalia & Rauw Alejandro
2023-04-22,67,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-04-22,68,Nonsense,Sabrina Carpenter
2023-04-22,69,Dogtooth,"Tyler, The Creator"
2023-04-22,70,Ch y La Pizza,Fuerza Regida X Natanael Cano
2023-04-22,71,Strike (Holster),Lil Yachty
2023-04-22,72,Yandel 150,Yandel & Feid
2023-04-22,73,Need A Favor,Jelly Roll
2023-04-22,74,Special,Lizzo Featuring SZA
2023-04-22,75,ICU,Coco Jones
2023-04-22,76,In Ha Mood,Ice Spice
2023-04-22,77,Painting Pictures,Superstar Pride
2023-04-22,78,Ceilings,Lizzy McAlpine
2023-04-22,79,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-04-22,80,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-04-22,81,Nasty,Russ
2023-04-22,82,Sorry Not Sorry,"Tyler, The Creator"
2023-04-22,83,Peaches,Jack Black
2023-04-22,84,Forever,Lil Baby Featuring Fridayy
2023-04-22,85,Careful,NF & Cordae
2023-04-22,86,Gold,Dierks Bentley
2023-04-22,87,El Azul,Junior H x Peso Pluma
2023-04-22,88,Love Again,The Kid LAROI
2023-04-22,89,Human,Cody Johnson
2023-04-22,90,I Know,Kanii
2023-04-22,91,Dawns,Zach Bryan Featuring Maggie Rogers
2023-04-22,92,El Gordo Trae El Mando,Chino Pacas
2023-04-22,93,Sunrise,Morgan Wallen
2023-04-22,94,Never Felt So Alone,Labrinth
2023-04-22,95,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B
2023-04-22,96,Memory Lane,Old Dominion
2023-04-22,97,What He Didn't Do,Carly Pearce
2023-04-22,98,Que Vuelvas,Carin Leon X Grupo Frontera
2023-04-22,99,WTF,YoungBoy Never Broke Again Featuring Nicki Minaj
2023-04-22,100,'98 Braves,Morgan Wallen
2023-04-29,1,Kill Bill,SZA
2023-04-29,2,Last Night,Morgan Wallen
2023-04-29,3,Flowers,Miley Cyrus
2023-04-29,4,Princess Diana,Ice Spice & Nicki Minaj
2023-04-29,5,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-04-29,6,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-29,7,Calm Down,Rema & Selena Gomez
2023-04-29,8,Die For You,The Weeknd & Ariana Grande
2023-04-29,9,Search & Rescue,Drake
2023-04-29,10,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-04-29,11,Anti-Hero,Taylor Swift
2023-04-29,12,La Bebe,Yng Lvcas x Peso Pluma
2023-04-29,13,Chemical,Post Malone
2023-04-29,14,Favorite Song,Toosii
2023-04-29,15,Un x100to,Grupo Frontera X Bad Bunny
2023-04-29,16,Players,Coi Leray
2023-04-29,17,Rock And A Hard Place,Bailey Zimmerman
2023-04-29,18,You Proof,Morgan Wallen
2023-04-29,19,Fast Car,Luke Combs
2023-04-29,20,Sure Thing,Miguel
2023-04-29,21,As It Was,Harry Styles
2023-04-29,22,Thinkin' Bout Me,Morgan Wallen
2023-04-29,23,Lavender Haze,Taylor Swift
2023-04-29,24,One Thing At A Time,Morgan Wallen
2023-04-29,25,Thought You Should Know,Morgan Wallen
2023-04-29,26,I'm Good (Blue),David Guetta & Bebe Rexha
2023-04-29,27,Under The Influence,Chris Brown
2023-04-29,28,Thank God,Kane Brown With Katelyn Brown
2023-04-29,29,Something In The Orange,Zach Bryan
2023-04-29,30,Escapism,RAYE Featuring 070 Shake
2023-04-29,31,Slut Me Out,NLE Choppa
2023-04-29,32,Por Las Noches,Peso Pluma
2023-04-29,33,Unholy,Sam Smith & Kim Petras
2023-04-29,34,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-04-29,35,PRC,Peso Pluma X Natanael Cano
2023-04-29,36,Just Wanna Rock,Lil Uzi Vert
2023-04-29,37,Handle On You,Parker McCollum
2023-04-29,38,Dancin' In The Country,Tyler Hubbard
2023-04-29,39,Snooze,SZA
2023-04-29,40,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-04-29,41,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-04-29,42,TQG,Karol G x Shakira
2023-04-29,43,Rich Flex,Drake & 21 Savage
2023-04-29,44,Love You Anyway,Luke Combs
2023-04-29,45,Spin Bout U,Drake & 21 Savage
2023-04-29,46,Next Thing You Know,Jordan Davis
2023-04-29,47,Eyes Closed,Ed Sheeran
2023-04-29,48,Daylight,David Kushner
2023-04-29,49,Heart Like A Truck,Lainey Wilson
2023-04-29,50,Cupid,Fifty Fifty
2023-04-29,51,Wild As Her,Corey Kent
2023-04-29,52,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-04-29,53,Bloody Mary,Lady Gaga
2023-04-29,54,Tennessee Orange,Megan Moroney
2023-04-29,55,Fight The Feeling,Rod Wave
2023-04-29,56,Peaches,Jack Black
2023-04-29,57,Low Down,Lil Baby
2023-04-29,58,Beso,Rosalia & Rauw Alejandro
2023-04-29,59,El Azul,Junior H x Peso Pluma
2023-04-29,60,Red Ruby Da Sleeze,Nicki Minaj
2023-04-29,61,Ain't That Some,Morgan Wallen
2023-04-29,62,Never Felt So Alone,Labrinth
2023-04-29,63,Nonsense,Sabrina Carpenter
2023-04-29,64,Everything I Love,Morgan Wallen
2023-04-29,65,See You Again,"Tyler, The Creator Featuring Kali Uchis"
2023-04-29,66,I Wrote The Book,Morgan Wallen
2023-04-29,67,Cowgirls,Morgan Wallen Featuring ERNEST
2023-04-29,68,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-04-29,69,Ch y La Pizza,Fuerza Regida X Natanael Cano
2023-04-29,70,Need A Favor,Jelly Roll
2023-04-29,71,Yandel 150,Yandel & Feid
2023-04-29,72,In Ha Mood,Ice Spice
2023-04-29,73,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-04-29,74,ICU,Coco Jones
2023-04-29,75,El Gordo Trae El Mando,Chino Pacas
2023-04-29,76,All Of The Girls You Loved Before,Taylor Swift
2023-04-29,77,Gold,Dierks Bentley
2023-04-29,78,Dogtooth,"Tyler, The Creator"
2023-04-29,79,Painting Pictures,Superstar Pride
2023-04-29,80,Ceilings,Lizzy McAlpine
2023-04-29,81,Human,Cody Johnson
2023-04-29,82,Que Vuelvas,Carin Leon X Grupo Frontera
2023-04-29,83,Strike (Holster),Lil Yachty
2023-04-29,84,Sunrise,Morgan Wallen
2023-04-29,85,Like Crazy,Jimin
2023-04-29,86,Dawns,Zach Bryan Featuring Maggie Rogers
2023-04-29,87,Happy,NF
2023-04-29,88,Chanel,Becky G & Peso Pluma
2023-04-29,89,Forever,Lil Baby Featuring Fridayy
2023-04-29,90,Igualito A Mi Apa,Fuerza Regida & Peso Pluma
2023-04-29,91,Special,Lizzo Featuring SZA
2023-04-29,92,5 Leaf Clover,Luke Combs
2023-04-29,93,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-04-29,94,Heaven,Niall Horan
2023-04-29,95,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B
2023-04-29,96,Memory Lane,Old Dominion
2023-04-29,97,Love Again,The Kid LAROI
2023-04-29,98,'98 Braves,Morgan Wallen
2023-04-29,99,Di Que Si,Grupo Marca Registrada X Grupo Frontera
2023-04-29,100,It Matters To Her,Scotty McCreery
2023-05-06,1,Last Night,Morgan Wallen
2023-05-06,2,Kill Bill,SZA
2023-05-06,3,Flowers,Miley Cyrus
2023-05-06,4,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-06,5,Un x100to,Grupo Frontera X Bad Bunny
2023-05-06,6,Calm Down,Rema & Selena Gomez
2023-05-06,7,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-05-06,8,Die For You,The Weeknd & Ariana Grande
2023-05-06,9,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-05-06,10,Anti-Hero,Taylor Swift
2023-05-06,11,La Bebe,Yng Lvcas x Peso Pluma
2023-05-06,12,Search & Rescue,Drake
2023-05-06,13,Favorite Song,Toosii
2023-05-06,14,Fast Car,Luke Combs
2023-05-06,15,Sure Thing,Miguel
2023-05-06,16,Players,Coi Leray
2023-05-06,17,Rock And A Hard Place,Bailey Zimmerman
2023-05-06,18,Double Fantasy,The Weeknd Featuring Future
2023-05-06,19,You Proof,Morgan Wallen
2023-05-06,20,As It Was,Harry Styles
2023-05-06,21,Chemical,Post Malone
2023-05-06,22,One Thing At A Time,Morgan Wallen
2023-05-06,23,Thinkin' Bout Me,Morgan Wallen
2023-05-06,24,Thought You Should Know,Morgan Wallen
2023-05-06,25,I'm Good (Blue),David Guetta & Bebe Rexha
2023-05-06,26,Something In The Orange,Zach Bryan
2023-05-06,27,Thank God,Kane Brown With Katelyn Brown
2023-05-06,28,Por Las Noches,Peso Pluma
2023-05-06,29,Princess Diana,Ice Spice & Nicki Minaj
2023-05-06,30,Escapism,RAYE Featuring 070 Shake
2023-05-06,31,Under The Influence,Chris Brown
2023-05-06,32,Dancin' In The Country,Tyler Hubbard
2023-05-06,33,PRC,Peso Pluma X Natanael Cano
2023-05-06,34,Slut Me Out,NLE Choppa
2023-05-06,35,Lavender Haze,Taylor Swift
2023-05-06,36,Handle On You,Parker McCollum
2023-05-06,37,Unholy,Sam Smith & Kim Petras
2023-05-06,38,Snooze,SZA
2023-05-06,39,Just Wanna Rock,Lil Uzi Vert
2023-05-06,40,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-05-06,41,Cupid,Fifty Fifty
2023-05-06,42,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-05-06,43,TQG,Karol G x Shakira
2023-05-06,44,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-05-06,45,Eyes Closed,Ed Sheeran
2023-05-06,46,Spin Bout U,Drake & 21 Savage
2023-05-06,47,Daylight,David Kushner
2023-05-06,48,Rich Flex,Drake & 21 Savage
2023-05-06,49,Love You Anyway,Luke Combs
2023-05-06,50,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-05-06,51,Wild As Her,Corey Kent
2023-05-06,52,See You Again,"Tyler, The Creator Featuring Kali Uchis"
2023-05-06,53,Tennessee Orange,Megan Moroney
2023-05-06,54,Next Thing You Know,Jordan Davis
2023-05-06,55,Alone,Kim Petras Featuring Nicki Minaj
2023-05-06,56,Chanel,Becky G & Peso Pluma
2023-05-06,57,El Azul,Junior H x Peso Pluma
2023-05-06,58,Haegeum,Agust D
2023-05-06,59,Low Down,Lil Baby
2023-05-06,60,Need A Favor,Jelly Roll
2023-05-06,61,Bloody Mary,Lady Gaga
2023-05-06,62,Peaches,Jack Black
2023-05-06,63,Nonsense,Sabrina Carpenter
2023-05-06,64,Ain't That Some,Morgan Wallen
2023-05-06,65,Fight The Feeling,Rod Wave
2023-05-06,66,Red Ruby Da Sleeze,Nicki Minaj
2023-05-06,67,Beso,Rosalia & Rauw Alejandro
2023-05-06,68,Ch y La Pizza,Fuerza Regida X Natanael Cano
2023-05-06,69,Cowgirls,Morgan Wallen Featuring ERNEST
2023-05-06,70,I Wrote The Book,Morgan Wallen
2023-05-06,71,El Gordo Trae El Mando,Chino Pacas
2023-05-06,72,Gold,Dierks Bentley
2023-05-06,73,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-05-06,74,Everything I Love,Morgan Wallen
2023-05-06,75,Karma,Taylor Swift Featuring Ice Spice
2023-05-06,76,ICU,Coco Jones
2023-05-06,77,Que Vuelvas,Carin Leon X Grupo Frontera
2023-05-06,78,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-05-06,79,Yandel 150,Yandel & Feid
2023-05-06,80,Igualito A Mi Apa,Fuerza Regida & Peso Pluma
2023-05-06,81,In Ha Mood,Ice Spice
2023-05-06,82,Fragil,Yahritza y Su Esencia x Grupo Frontera
2023-05-06,83,Human,Cody Johnson
2023-05-06,84,Painting Pictures,Superstar Pride
2023-05-06,85,Never Felt So Alone,Labrinth
2023-05-06,86,Dawns,Zach Bryan Featuring Maggie Rogers
2023-05-06,87,Ceilings,Lizzy McAlpine
2023-05-06,88,Memory Lane,Old Dominion
2023-05-06,89,Di Que Si,Grupo Marca Registrada X Grupo Frontera
2023-05-06,90,Strike (Holster),Lil Yachty
2023-05-06,91,Happy,NF
2023-05-06,92,Forever,Lil Baby Featuring Fridayy
2023-05-06,93,Moonlight,Kali Uchis
2023-05-06,94,Sunrise,Morgan Wallen
2023-05-06,95,You Didn't,Brett Young
2023-05-06,96,It Matters To Her,Scotty McCreery
2023-05-06,97,Like Crazy,Jimin
2023-05-06,98,All Of The Girls You Loved Before,Taylor Swift
2023-05-06,99,5 Leaf Clover,Luke Combs
2023-05-06,100,Big Truck,YoungBoy Never Broke Again
2023-05-13,1,Last Night,Morgan Wallen
2023-05-13,2,Kill Bill,SZA
2023-05-13,3,Flowers,Miley Cyrus
2023-05-13,4,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-13,5,Calm Down,Rema & Selena Gomez
2023-05-13,6,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-05-13,7,Un x100to,Grupo Frontera X Bad Bunny
2023-05-13,8,Die For You,The Weeknd & Ariana Grande
2023-05-13,9,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-05-13,10,Anti-Hero,Taylor Swift
2023-05-13,11,Favorite Song,Toosii
2023-05-13,12,La Bebe,Yng Lvcas x Peso Pluma
2023-05-13,13,Search & Rescue,Drake
2023-05-13,14,Fast Car,Luke Combs
2023-05-13,15,Sure Thing,Miguel
2023-05-13,16,Rock And A Hard Place,Bailey Zimmerman
2023-05-13,17,Players,Coi Leray
2023-05-13,18,You Proof,Morgan Wallen
2023-05-13,19,Cupid,Fifty Fifty
2023-05-13,20,As It Was,Harry Styles
2023-05-13,21,Something In The Orange,Zach Bryan
2023-05-13,22,Chemical,Post Malone
2023-05-13,23,Thinkin' Bout Me,Morgan Wallen
2023-05-13,24,I'm Good (Blue),David Guetta & Bebe Rexha
2023-05-13,25,One Thing At A Time,Morgan Wallen
2023-05-13,26,Thought You Should Know,Morgan Wallen
2023-05-13,27,Thank God,Kane Brown With Katelyn Brown
2023-05-13,28,Dancin' In The Country,Tyler Hubbard
2023-05-13,29,Por Las Noches,Peso Pluma
2023-05-13,30,Handle On You,Parker McCollum
2023-05-13,31,Princess Diana,Ice Spice & Nicki Minaj
2023-05-13,32,Under The Influence,Chris Brown
2023-05-13,33,PRC,Peso Pluma X Natanael Cano
2023-05-13,34,Snooze,SZA
2023-05-13,35,Double Fantasy,The Weeknd Featuring Future
2023-05-13,36,Unholy,Sam Smith & Kim Petras
2023-05-13,37,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-05-13,38,Eyes Closed,Ed Sheeran
2023-05-13,39,Slut Me Out,NLE Choppa
2023-05-13,40,Escapism,RAYE Featuring 070 Shake
2023-05-13,41,Just Wanna Rock,Lil Uzi Vert
2023-05-13,42,Love You Anyway,Luke Combs
2023-05-13,43,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-05-13,44,See You Again,"Tyler, The Creator Featuring Kali Uchis"
2023-05-13,45,Lavender Haze,Taylor Swift
2023-05-13,46,TQG,Karol G x Shakira
2023-05-13,47,Next Thing You Know,Jordan Davis
2023-05-13,48,Spin Bout U,Drake & 21 Savage
2023-05-13,49,Daylight,David Kushner
2023-05-13,50,Rich Flex,Drake & 21 Savage
2023-05-13,51,Wild As Her,Corey Kent
2023-05-13,52,Karma,Taylor Swift Featuring Ice Spice
2023-05-13,53,Tennessee Orange,Megan Moroney
2023-05-13,54,They Don't Love It,Jack Harlow
2023-05-13,55,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-05-13,56,El Azul,Junior H x Peso Pluma
2023-05-13,57,Chanel,Becky G & Peso Pluma
2023-05-13,58,Need A Favor,Jelly Roll
2023-05-13,59,Nonsense,Sabrina Carpenter
2023-05-13,60,Low Down,Lil Baby
2023-05-13,61,El Gordo Trae El Mando,Chino Pacas
2023-05-13,62,Human,Cody Johnson
2023-05-13,63,ICU,Coco Jones
2023-05-13,64,Red Ruby Da Sleeze,Nicki Minaj
2023-05-13,65,Ain't That Some,Morgan Wallen
2023-05-13,66,Fight The Feeling,Rod Wave
2023-05-13,67,Cowgirls,Morgan Wallen Featuring ERNEST
2023-05-13,68,Gold,Dierks Bentley
2023-05-13,69,Wreckage,Nate Smith
2023-05-13,70,Beso,Rosalia & Rauw Alejandro
2023-05-13,71,Ch y La Pizza,Fuerza Regida X Natanael Cano
2023-05-13,72,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-05-13,73,It Matters To Her,Scotty McCreery
2023-05-13,74,I Wrote The Book,Morgan Wallen
2023-05-13,75,Memory Lane,Old Dominion
2023-05-13,76,Que Vuelvas,Carin Leon X Grupo Frontera
2023-05-13,77,Fragil,Yahritza y Su Esencia x Grupo Frontera
2023-05-13,78,Painting Pictures,Superstar Pride
2023-05-13,79,In Ha Mood,Ice Spice
2023-05-13,80,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-05-13,81,Igualito A Mi Apa,Fuerza Regida & Peso Pluma
2023-05-13,82,Peaches,Jack Black
2023-05-13,83,Everything I Love,Morgan Wallen
2023-05-13,84,Bloody Mary,Lady Gaga
2023-05-13,85,Yandel 150,Yandel & Feid
2023-05-13,86,Ceilings,Lizzy McAlpine
2023-05-13,87,Moonlight,Kali Uchis
2023-05-13,88,Waffle House,Jonas Brothers
2023-05-13,89,Never Felt So Alone,Labrinth
2023-05-13,90,Forever,Lil Baby Featuring Fridayy
2023-05-13,91,People,Libianca
2023-05-13,92,Happy,NF
2023-05-13,93,Di Que Si,Grupo Marca Registrada X Grupo Frontera
2023-05-13,94,Sunrise,Morgan Wallen
2023-05-13,95,Strike (Holster),Lil Yachty
2023-05-13,96,Common Ground,Jack Harlow
2023-05-13,97,5 Leaf Clover,Luke Combs
2023-05-13,98,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-05-13,99,Private Landing,Don Toliver Featuring Justin Bieber & Future
2023-05-13,100,Dawns,Zach Bryan Featuring Maggie Rogers
2023-05-20,1,Last Night,Morgan Wallen
2023-05-20,2,Kill Bill,SZA
2023-05-20,3,Flowers,Miley Cyrus
2023-05-20,4,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-20,5,Calm Down,Rema & Selena Gomez
2023-05-20,6,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-05-20,7,Un x100to,Grupo Frontera X Bad Bunny
2023-05-20,8,Favorite Song,Toosii
2023-05-20,9,Die For You,The Weeknd & Ariana Grande
2023-05-20,10,Anti-Hero,Taylor Swift
2023-05-20,11,Fast Car,Luke Combs
2023-05-20,12,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-05-20,13,La Bebe,Yng Lvcas x Peso Pluma
2023-05-20,14,Sure Thing,Miguel
2023-05-20,15,Search & Rescue,Drake
2023-05-20,16,Rock And A Hard Place,Bailey Zimmerman
2023-05-20,17,Cupid,Fifty Fifty
2023-05-20,18,You Proof,Morgan Wallen
2023-05-20,19,Eyes Closed,Ed Sheeran
2023-05-20,20,Players,Coi Leray
2023-05-20,21,Chemical,Post Malone
2023-05-20,22,Something In The Orange,Zach Bryan
2023-05-20,23,As It Was,Harry Styles
2023-05-20,24,Thinkin' Bout Me,Morgan Wallen
2023-05-20,25,Dancin' In The Country,Tyler Hubbard
2023-05-20,26,I'm Good (Blue),David Guetta & Bebe Rexha
2023-05-20,27,One Thing At A Time,Morgan Wallen
2023-05-20,28,Thank God,Kane Brown With Katelyn Brown
2023-05-20,29,Thought You Should Know,Morgan Wallen
2023-05-20,30,Tennessee Orange,Megan Moroney
2023-05-20,31,Snooze,SZA
2023-05-20,32,Under The Influence,Chris Brown
2023-05-20,33,Princess Diana,Ice Spice & Nicki Minaj
2023-05-20,34,Por Las Noches,Peso Pluma
2023-05-20,35,Karma,Taylor Swift Featuring Ice Spice
2023-05-20,36,PRC,Peso Pluma X Natanael Cano
2023-05-20,37,Unholy,Sam Smith & Kim Petras
2023-05-20,38,Just Wanna Rock,Lil Uzi Vert
2023-05-20,39,Next Thing You Know,Jordan Davis
2023-05-20,40,Wild As Her,Corey Kent
2023-05-20,41,Slut Me Out,NLE Choppa
2023-05-20,42,Spin Bout U,Drake & 21 Savage
2023-05-20,43,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-05-20,44,TQG,Karol G x Shakira
2023-05-20,45,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-05-20,46,See You Again,"Tyler, The Creator Featuring Kali Uchis"
2023-05-20,47,Handle On You,Parker McCollum
2023-05-20,48,Rich Flex,Drake & 21 Savage
2023-05-20,49,Escapism,RAYE Featuring 070 Shake
2023-05-20,50,Lavender Haze,Taylor Swift
2023-05-20,51,Double Fantasy,The Weeknd Featuring Future
2023-05-20,52,Love You Anyway,Luke Combs
2023-05-20,53,Daylight,David Kushner
2023-05-20,54,Area Codes,Kaliii
2023-05-20,55,Chanel,Becky G & Peso Pluma
2023-05-20,56,El Azul,Junior H x Peso Pluma
2023-05-20,57,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-05-20,58,El Gordo Trae El Mando,Chino Pacas
2023-05-20,59,Go Hard,Lil Baby
2023-05-20,60,Nonsense,Sabrina Carpenter
2023-05-20,61,Cowgirls,Morgan Wallen Featuring ERNEST
2023-05-20,62,Need A Favor,Jelly Roll
2023-05-20,63,Low Down,Lil Baby
2023-05-20,64,Human,Cody Johnson
2023-05-20,65,Ain't That Some,Morgan Wallen
2023-05-20,66,Religiously,Bailey Zimmerman
2023-05-20,67,ICU,Coco Jones
2023-05-20,68,Fight The Feeling,Rod Wave
2023-05-20,69,Red Ruby Da Sleeze,Nicki Minaj
2023-05-20,70,Memory Lane,Old Dominion
2023-05-20,71,Beso,Rosalia & Rauw Alejandro
2023-05-20,72,Fragil,Yahritza y Su Esencia x Grupo Frontera
2023-05-20,73,Que Vuelvas,Carin Leon X Grupo Frontera
2023-05-20,74,It Matters To Her,Scotty McCreery
2023-05-20,75,I Wrote The Book,Morgan Wallen
2023-05-20,76,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-05-20,77,Yandel 150,Yandel & Feid
2023-05-20,78,Painting Pictures,Superstar Pride
2023-05-20,79,Everything I Love,Morgan Wallen
2023-05-20,80,Ch y La Pizza,Fuerza Regida X Natanael Cano
2023-05-20,81,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-05-20,82,Waffle House,Jonas Brothers
2023-05-20,83,Mejor Que Yo,"Anuel AA, Mambo Kingz & DJ Luian"
2023-05-20,84,In Ha Mood,Ice Spice
2023-05-20,85,Igualito A Mi Apa,Fuerza Regida & Peso Pluma
2023-05-20,86,Moonlight,Kali Uchis
2023-05-20,87,Forever,Lil Baby Featuring Fridayy
2023-05-20,88,"You, Me, & Whiskey",Justin Moore & Priscilla Block
2023-05-20,89,Sunrise,Morgan Wallen
2023-05-20,90,Mathematical Disrespect,Lil Mabu
2023-05-20,91,Ceilings,Lizzy McAlpine
2023-05-20,92,Shake Sumn,DaBaby
2023-05-20,93,People,Libianca
2023-05-20,94,Never Felt So Alone,Labrinth
2023-05-20,95,Happy,NF
2023-05-20,96,Wreckage,Nate Smith
2023-05-20,97,Curtains,Ed Sheeran
2023-05-20,98,What It Is (Block Boy),Doechii Featuring Kodak Black
2023-05-20,99,Peaches,Jack Black
2023-05-20,100,Private Landing,Don Toliver Featuring Justin Bieber & Future
2023-05-27,1,Last Night,Morgan Wallen
2023-05-27,2,All My Life,Lil Durk Featuring J. Cole
2023-05-27,3,Flowers,Miley Cyrus
2023-05-27,4,Kill Bill,SZA
2023-05-27,5,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-27,6,Calm Down,Rema & Selena Gomez
2023-05-27,7,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-05-27,8,Favorite Song,Toosii
2023-05-27,9,Fast Car,Luke Combs
2023-05-27,10,Anti-Hero,Taylor Swift
2023-05-27,11,Die For You,The Weeknd & Ariana Grande
2023-05-27,12,Un x100to,Grupo Frontera X Bad Bunny
2023-05-27,13,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-05-27,14,Sure Thing,Miguel
2023-05-27,15,Rock And A Hard Place,Bailey Zimmerman
2023-05-27,16,La Bebe,Yng Lvcas x Peso Pluma
2023-05-27,17,Search & Rescue,Drake
2023-05-27,18,Cupid,Fifty Fifty
2023-05-27,19,You Proof,Morgan Wallen
2023-05-27,20,Something In The Orange,Zach Bryan
2023-05-27,21,As It Was,Harry Styles
2023-05-27,22,Chemical,Post Malone
2023-05-27,23,Dancin' In The Country,Tyler Hubbard
2023-05-27,24,Players,Coi Leray
2023-05-27,25,Thinkin' Bout Me,Morgan Wallen
2023-05-27,26,Eyes Closed,Ed Sheeran
2023-05-27,27,I'm Good (Blue),David Guetta & Bebe Rexha
2023-05-27,28,Thank God,Kane Brown With Katelyn Brown
2023-05-27,29,Snooze,SZA
2023-05-27,30,One Thing At A Time,Morgan Wallen
2023-05-27,31,Thought You Should Know,Morgan Wallen
2023-05-27,32,Karma,Taylor Swift Featuring Ice Spice
2023-05-27,33,Area Codes,Kaliii
2023-05-27,34,Under The Influence,Chris Brown
2023-05-27,35,Tennessee Orange,Megan Moroney
2023-05-27,36,Por Las Noches,Peso Pluma
2023-05-27,37,Next Thing You Know,Jordan Davis
2023-05-27,38,Princess Diana,Ice Spice & Nicki Minaj
2023-05-27,39,PRC,Peso Pluma X Natanael Cano
2023-05-27,40,Religiously,Bailey Zimmerman
2023-05-27,41,Spin Bout U,Drake & 21 Savage
2023-05-27,42,Unholy,Sam Smith & Kim Petras
2023-05-27,43,Just Wanna Rock,Lil Uzi Vert
2023-05-27,44,Love You Anyway,Luke Combs
2023-05-27,45,Rich Flex,Drake & 21 Savage
2023-05-27,46,See You Again,"Tyler, The Creator Featuring Kali Uchis"
2023-05-27,47,Mathematical Disrespect,Lil Mabu
2023-05-27,48,Wild As Her,Corey Kent
2023-05-27,49,TQG,Karol G x Shakira
2023-05-27,50,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-05-27,51,Slut Me Out,NLE Choppa
2023-05-27,52,Daylight,David Kushner
2023-05-27,53,Handle On You,Parker McCollum
2023-05-27,54,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-05-27,55,El Azul,Junior H x Peso Pluma
2023-05-27,56,Need A Favor,Jelly Roll
2023-05-27,57,Waffle House,Jonas Brothers
2023-05-27,58,Double Fantasy,The Weeknd Featuring Future
2023-05-27,59,Nonsense,Sabrina Carpenter
2023-05-27,60,Chanel,Becky G & Peso Pluma
2023-05-27,61,Human,Cody Johnson
2023-05-27,62,Bitch Let's Do It,YoungBoy Never Broke Again
2023-05-27,63,Memory Lane,Old Dominion
2023-05-27,64,ICU,Coco Jones
2023-05-27,65,It Matters To Her,Scotty McCreery
2023-05-27,66,Life Goes On,Ed Sheeran Featuring Luke Combs
2023-05-27,67,Cowgirls,Morgan Wallen Featuring ERNEST
2023-05-27,68,Ain't That Some,Morgan Wallen
2023-05-27,69,Fragil,Yahritza y Su Esencia x Grupo Frontera
2023-05-27,70,Fight The Feeling,Rod Wave
